Id,SalePrice
2457,129598.62
2458,132591.25
2459,117835.14
2460,141510.89
2461,114970.67
2462,143708.47
2463,127080.945
2464,184015.11
2465,141753.02
2466,114783.586
2467,138900.88
2468,58781.26
2469,61847.617
2470,190269.06
2471,208659.17
2472,170229.42
2473,107337.664
2474,89747.84
2475,220201.27
2476,108720.44
2477,131051.72
2478,154141.08
2479,113462.48
2480,154998.48
2481,133245.34
2482,96198.29
2483,114221.2
2484,111572.8
2485,114079.07
2486,157264.0
2487,177005.11
2488,159530.55
2489,162307.05
2490,157691.31
2491,99934.555
2492,185095.42
2493,145236.27
2494,147732.19
2495,85536.09
2496,230393.86
2497,155351.08
2498,111203.33
2499,95110.766
2500,133010.7
2501,130124.59
2502,155970.19
2503,95672.68
2504,174377.25
2505,208503.64
2506,254010.39
2507,320479.1
2508,252117.08
2509,214486.75
2510,228224.02
2511,179330.3
2512,207869.53
2513,217189.98
2514,266819.28
2515,147793.6
2516,164056.31
2517,139795.0
2518,155468.9
2519,238052.9
2520,214373.94
2521,191455.42
2522,214474.45
2523,129286.86
2524,137092.69
2525,140879.33
2526,135560.52
2527,123508.766
2528,137485.02
2529,136527.47
2530,120729.65
2531,256638.77
2532,229133.88
2533,200512.84
2534,232349.9
2535,323345.53
2536,245475.81
2537,243171.23
2538,193587.66
2539,191303.81
2540,171371.03
2541,184079.95
2542,170891.22
2543,133148.23
2544,117575.61
2545,133700.67
2546,137456.56
2547,155336.89
2548,145339.4
2549,150788.44
2550,286432.6
2551,134764.1
2552,122696.48
2553,66455.34
2554,101565.23
2555,119378.56
2556,103100.05
2557,116813.26
2558,141658.94
2559,140431.78
2560,147644.52
2561,150180.97
2562,140799.33
2563,163141.73
2564,187329.05
2565,141664.75
2566,159928.97
2567,123864.18
2568,222425.58
2569,213930.25
2570,116054.47
2571,195924.75
2572,171115.47
2573,214226.6
2574,275822.94
2575,130400.836
2576,146212.72
2577,183670.06
2578,80650.54
2579,60325.055
2580,125188.84
2581,111179.3
2582,129078.125
2583,294155.94
2584,157970.19
2585,172796.1
2586,219600.22
2587,188691.22
2588,150114.4
2589,155151.83
2590,232128.47
2591,201492.8
2592,209234.52
2593,237063.03
2594,170439.22
2595,230011.14
2596,337830.84
2597,206107.25
2598,246746.33
2599,334416.3
2600,169823.83
2601,128753.15
2602,85583.99
2603,98332.15
2604,104324.47
2605,80038.01
2606,147161.89
2607,180188.02
2608,202084.06
2609,174278.27
2610,122373.41
2611,140929.02
2612,159469.08
2613,135298.83
2614,125589.25
2615,159097.44
2616,145479.53
2617,174738.81
2618,165643.08
2619,200668.6
2620,190056.8
2621,177268.08
2622,175830.5
2623,246707.89
2624,272565.38
2625,317144.28
2626,165656.33
2627,177808.62
2628,453466.9
2629,570806.3
2630,374092.1
2631,455026.2
2632,431868.25
2633,360047.84
2634,393616.2
2635,128657.4
2636,182151.8
2637,225087.52
2638,227772.5
2639,167474.78
2640,159764.47
2641,101415.695
2642,218095.38
2643,103810.06
2644,125138.86
2645,107438.92
2646,99028.34
2647,110564.65
2648,145714.44
2649,149618.58
2650,144349.12
2651,149876.06
2652,411562.78
2653,238003.62
2654,244064.2
2655,380097.1
2656,320150.66
2657,348948.6
2658,275501.6
2659,307058.34
2660,315911.44
2661,368592.34
2662,355309.66
2663,278406.4
2664,275060.38
2665,335579.8
2666,292522.66
2667,175242.38
2668,186238.6
2669,169970.48
2670,286102.75
2671,190305.4
2672,193306.78
2673,221782.34
2674,217318.97
2675,186206.12
2676,197170.12
2677,181752.12
2678,220079.77
2679,268642.1
2680,284103.62
2681,428251.47
2682,331796.84
2683,568657.7
2684,323765.94
2685,341472.0
2686,250027.7
2687,313433.84
2688,218938.86
2689,223133.56
2690,422622.75
2691,187816.38
2692,146696.36
2693,187944.56
2694,153918.12
2695,192554.55
2696,186737.7
2697,193068.89
2698,199248.92
2699,162708.62
2700,157121.06
2701,144697.3
2702,109060.305
2703,127156.39
2704,135716.69
2705,120357.42
2706,118464.945
2707,128656.47
2708,140999.25
2709,116990.97
2710,127405.5
2711,288939.5
2712,379458.6
2713,165917.62
2714,149945.02
2715,170345.9
2716,155498.12
2717,176436.7
2718,239707.19
2719,150641.88
2720,160871.33
2721,132300.45
2722,153778.17
2723,152690.83
2724,134717.39
2725,133277.9
2726,146103.64
2727,182155.67
2728,171401.02
2729,157315.86
2730,140443.44
2731,138053.48
2732,133018.66
2733,161732.86
2734,161605.81
2735,125247.24
2736,144375.45
2737,125978.7
2738,129942.91
2739,170551.3
2740,135248.1
2741,154353.98
2742,140929.22
2743,133560.64
2744,158648.48
2745,143775.19
2746,145825.72
2747,148064.28
2748,120744.95
2749,129140.6
2750,136519.02
2751,139400.44
2752,216256.61
2753,163106.25
2754,207494.56
2755,132729.86
2756,104659.305
2757,55157.473
2758,88733.66
2759,143266.55
2760,114732.33
2761,151310.1
2762,144979.58
2763,184493.31
2764,143887.97
2765,285162.16
2766,131798.58
2767,85085.63
2768,132778.48
2769,142296.8
2770,144890.48
2771,115851.8
2772,125544.23
2773,184139.28
2774,130957.65
2775,113783.04
2776,126087.6
2777,159461.45
2778,114687.52
2779,121118.3
2780,86002.195
2781,87408.42
2782,83101.66
2783,92487.336
2784,121952.734
2785,124819.35
2786,75271.914
2787,126585.07
2788,65857.484
2789,202865.19
2790,100925.97
2791,111543.336
2792,77529.52
2793,180602.9
2794,110744.27
2795,118579.125
2796,96049.88
2797,198580.86
2798,106231.195
2799,92928.29
2800,62029.062
2801,105878.07
2802,139824.02
2803,162697.02
2804,144989.55
2805,100263.4
2806,82796.65
2807,157377.27
2808,161726.42
2809,135922.92
2810,131794.8
2811,158942.47
2812,160864.17
2813,147850.61
2814,137630.61
2815,102265.09
2816,220875.6
2817,154865.97
2818,123731.5
2819,152267.12
2820,133549.05
2821,113282.82
2822,218901.27
2823,354030.4
2824,200366.55
2825,161991.66
2826,131839.81
2827,141960.28
2828,199944.34
2829,195397.17
2830,238685.03
2831,184988.97
2832,253503.03
2833,285012.94
2834,235787.92
2835,220788.33
2836,190067.9
2837,148617.92
2838,150572.25
2839,180402.58
2840,194757.69
2841,204979.53
2842,214630.6
2843,150844.11
2844,160825.9
2845,115988.07
2846,211740.53
2847,194320.05
2848,224590.17
2849,198777.75
2850,272074.94
2851,217237.25
2852,216584.5
2853,249009.83
2854,140431.36
2855,207749.66
2856,208355.3
2857,187653.39
2858,216029.84
2859,123430.305
2860,140056.53
2861,127946.33
2862,185037.69
2863,141001.55
2864,239553.75
2865,144356.95
2866,151022.06
2867,102040.78
2868,78878.98
2869,95533.63
2870,120229.75
2871,84254.5
2872,46970.965
2873,104339.586
2874,129480.4
2875,114499.516
2876,170664.48
2877,132260.23
2878,158912.73
2879,139505.78
2880,95439.18
2881,146230.08
2882,164822.75
2883,184714.38
2884,201610.19
2885,184574.31
2886,217889.12
2887,95377.766
2888,135382.5
2889,60000.73
2890,77594.195
2891,127863.01
2892,62077.223
2893,91487.336
2894,70323.055
2895,318113.47
2896,286194.12
2897,197686.6
2898,146721.83
2899,235038.73
2900,162774.44
2901,214542.5
2902,197151.4
2903,330086.1
2904,347224.88
2905,103488.72
2906,188833.58
2907,108027.555
2908,140948.64
2909,143099.14
2910,87588.266
2911,85583.99
2912,140232.48
2913,80658.695
2914,94066.13
2915,93028.04
2916,80296.664
2917,170202.7
2918,130277.836
2919,222576.6
